review_id,review_text
GV9gHxszRwtX0YJrToA7SQ,ホテルから近くのダイバーシティでガンダムを見て、そのまま夢の大橋やレインボーブリッジを散策してきました。久々の休日を満喫できてよかったです。ホテルのランチも美味しかったです。また、宿泊したいです。
rNIQ0aiTv96fG1kexYkGxg,きれいで助かります。
HWNOkHs8vlGrk76pArxGRA,コンビニの営業時間が短く、周辺にないことはマイナスでした。
pPLFFGBeAZctOnhvRvnDlw,駅近で綺麗でした。また機会があれば利用したいです。
UdVAQDTr8PKyhr9edVpQng,翌朝の早朝便の飛行機に備えて1泊しました。朝5:35発の空港行きシャトルバスに乗るつもりでしたが、寝坊してしまい（起きたのが5:55）、慌てて京急で空港に向かいましたが、幸い6:25頃チェックインでき、6:45発の飛行機に間に合いました。なんといっても空港へのアクセスがいいですね。ホテル自体はとてもきれいで、大浴場も十分な大きさの浴槽で気持ち良かったです。
Y5sBmbHpuhZlJf6W2Y5gIw,部屋は広めで鏡があちこちについていて、綺麗で良かったですし、大浴場も良かったです。送迎バスもあって助かります。朝食は、エッグベネディクの卵の冷たさが残念でした。卵が温かければもっと印象が違ったと思います。その他の内容を考えると値段がお高めに感じてしまいました。
KaHxiLyGzrCVYVHiov6N1Q,概ね満足しましたが、化粧水や乳液のアメニティがあると嬉しいです。
qXoHqVNl7jT2CEEC2vQC2A,お店が周囲にたくさんあり、便利なホテルです。
hZEiemwFfKuzsmurIKaSMg,2月15日に宿泊しましたが、駅近で便利でした。
Jzl_bVc_eV-QhWJKeNTx5g,悪かった点フロントスタッフ一人愛想が無くて気分悪かった。トイレにホコリが溜まってて目立つ。部屋にお水のサービスがない。スタッフによっては英語が通じない。良かった点景色がいい。フロントの雰囲気がいい。ホテル専用エレベーターコンビニと駅がある
1sRxyKfmrqBvNYSQMghWHg,16階のロビーは高級感があって綺麗。フロントの方の説明は無表情でロボットのようでした。ちなみに隣で説明されてた方は笑顔で印象良かったですが、、、笑ロビーと違って、客室は簡素。入室して、手を洗おうとユニットバスの扉を開けて驚愕。床と壁に、大小のゴキ〇リが、7～8匹。。。壁と床を少し叩いたら、隙間にコソコソと消えていきました。（すぐに外出の約束があって出掛けなくてはいけなかったのと、ホテルに言って部屋替えてもらったところで「そこら中にいるものはいるので意味ないかな」と思って伝えませんでした。）まあ、どこのホテルでもいるんでしょうが、さすがに数がビックリでした。一度、駆除でも入れた方が良いのでは？
ro72go5I8dFidG6PCjIubg,部屋は広く眺望も素晴らしい。駅からも近く、それでいて混雑さは感じなかった。ベッドが良かったおかげか、グッスリと寝れた。朝食は眺めの良いテーブルで非常に美味しく頂けた。次もぜひとも利用したい。
3VC6ZsQL8P42uimB7C6K3g,2月に宿泊しました。久しぶりの小田急センチュリーサザンタワーの宿泊でしたが、今回もとても気持ち良く宿泊できました。大好きなホテルです。景色、夜景ととても良いし、朝食も良い眺めを見ながらで気分が良いし、スタッフの方たちの対応もとても良くてほんとにゆったりと過ごせました。また、もっとゆったりしに、いろんなお食事などを楽しみに来たいです！
ph6mRJJMAd48XTZKJHYc1w,私にとって一番の魅力は、立地です。私の常宿になっています。ビジネス目的ですが、ネット環境とか満足しています。ただ最近混雑していて、予約が難しくなっていること、金額上がって来たことが残念です。本当はツインの部屋のシングルユースが、仕事のしやすい机があってよかったですが、満室で、ざんねんでした。
DmthirR-GrGvTRM0sNdMVg,22024.02.21に一泊しました。駅近、地下にコンビニ、レストランがすぐ近くにあるのでとても便利です。22階のパーティールームで同窓会が開催されましたので、仲良し3人でそのまま宿泊しました。夕食は地下にコンビニがあるので、海苔巻きビールなど買っておしゃべりに突入しました。朝食は20階でビュッフェ。厳選された食材で調理され、その場で作ってくれるミックスオムライスとても美味しかったです。そしてお土産は駅までの道に美味しいパン屋さんがあり、おすすめです。
N7ZNFbQapR8N8XY1hU4TOA,今回で3回目の利用となります。新宿駅からのアクセスも良く、客室も高層階で満足ですが朝食が値段の割には普通なのでもう少し良ければと思います。概ね満足です。
d9qjG5i30slQeqx_tD6eMQ,古いです。エアコンの効きが良くなかった。少し寒かったです。駅近で便利なので、古さを我慢できれば問題ないです。
1-d5jp0F_WJAoe-G0uKgNQ,子供の受験に付き添うため利用した。平日だったが割高のようで、「朝のステーキ」に魅力を感じてここに決めた。サイトの画像からすると「ステーキバイキング？」と思わせるような作りで、私もそのつもりだった。実際は「おひとり様1皿まで」とわざわざ会場に貼ってあり、外国人にも多く聞かれたのか英語表記もあった。画像のような美味しそうな肉ではなく、薄くて小さい、大量の油で焼かれてギトギト、鉄板の焦げが肉にまみれている。2日目はとても食べる気になれないので「朝食抜きにしてほしい」と申し出たが、できなかった。ドリンクバーの画像ともに、誇大広告で予約させられた感じで悔しい。フロントスタッフさんは笑顔で対応してくれたのが救いだったかもしれない。部屋については、テレビ裏のコンセントはものすごい数のタコ足配線で、ほこりも多くいつか時になってもおかしくないのでは？と思った。冷蔵庫は２０年くらい前のものらしく、また中の調整ダイヤルが外れていて操作できなかった。バストイレの換気扇が付かないので、トイレを使用した後の臭い消しができなかった。入浴中の息苦しさも解消できなかった。
LX_nM9vSvCF60i9od-n9zg,少し分かりにくいけど、駅近い。行き方はホテルのホームページに詳しく書いてあるので、問題なし。近くにコンビニが少ないので、注意が必要。
vrgp1Z2yfQAOpiaBBVAndQ,初めて利用しましたが駅から近く便利でした。ただ予約するのに前に見た評価(コメント)通り建物全体　部屋などは古さが目立ちましたが、思っていたよりは綺麗にされていたと思います。窓のところに荷物が置けるのはありがたかったです床に置くのに抵抗のある物　大き目の手提げバッグ　お土産など机の上に置くと邪魔になるので助かりましたただ壊れて使えない照明は邪魔なので取り外した方が良いと思います
AJcY1K9FqjUckcJEthymyw,少し入り口は分かりにくいですが、駅に近く、便利な場所です。食事の場所も周辺にたくさんあります。前の道路の音が少しうるさくて同伴者が寝づらかったようです。朝食場所がそれ以外の時間はフリールームになっており、飲み物もあって時間つぶしに便利でした。今回は利用できませんでしたが、フロントのフロアにマンガが用意されていて、比較的新しめの話題作も多かったように思います。
uJmrw3zfcYvwI08fbjltig,初めて宿泊しましたが、本当に立地が良く、今回のお部屋からは東京タワーも見れたので大、大満足です。お風呂、トイレも別々なのでそこも良かったです。女性のアメニティの説明が分かりにくいかったというか、壁に書いてる事に気が付かなかったのでチェックインの時に口頭で教えて頂けるとありがたいです。次回も利用したいホテルです。
VjnEOr9w33rMY4q6IVLRDA,とてもいいホテルでした。ビジネスホテルとしては部屋が広いですし、清潔で機能的、とても使いやすい部屋でした。最近の東京のホテルの価格は上がる一方の中、お手頃に泊まれてあのレベル、大満足です。窓の目の前に東京タワーが見える部屋なのもラッキーでした。また泊まりたいと思います。
a7pm4Xy0InD6xVxjLJI47A,何度も利用させて戴いてます。女性1人でも安心出来るホテルです。
