review_id,review_text
jWMQqxT0vPhrt87kkGe4JQ,部屋から駅が目視できるほど近いのに駐車場完備ははありがたいです。
UeQYeGo6UyUvrWtExgrC9Q,朝食も美味しく満足できるHotelです
eliQVNDhKyBgH8npDIyipA,部屋も広くて綺麗でした。
w6B4X87AE7miHv-9folqdQ,夕食時の手際が悪くイライラした。
ACYSvXPK4H2hQJYCrIgQBQ,おそらく中国人の方が案内してくれましたが、ちゃんと接客してくれたので良かったです。
04NlyAVqnh2AgfEwvlZL7w,ご迷惑をおかけしてしまいましたが、引き受けてくださりました。
Z7BzrMT63uXDZcSblqCcew,部屋からの外履きは下駄だったのだが、サイズが一定みたいで履けない！！足が痛くなる！！
w7xTPny0x2QDejRc6ya-ow,子供の食事では食べられるものがあまりなく残念なことを言っておりました。
XgssBRuQQ1OhN0SVB987kw,客室、バイキング、お風呂、足湯、景色、全てにおいて素敵でした！
DoKV-8_EVWeaHqjUw61BJg,お部屋はとても綺麗で、掃除が行き届いていました。
wAgi-ro6dAcEEv0tcFXobg,部屋も広いし眺めも悪くない
tJF4OpzOnUqXW1nDEUChXw,朝夕ともにバイキングでしたが、美味しくお腹いっぱい食べられて、飲み放題もあり満足できました。
XlQUT4M44_hqqgfKgsmbfQ,部屋とお風呂は広くて満足でした。
#NAME?,部屋が広くて、きれいでした。
qgAnyd_sObACQlUcDfjzhw,朝食会場が居酒屋なので、使いにくく感じました。
D_949QzDw5mX_dMIPt6Ifg,チェックイン機の画面が、後ろに並んでいる人から丸見えなのが少し気になります。
SngAxQI61UKChzIHfuIFFA,駅からも近く、道の向かいにはセブンイレブンがあり便利。
-6PKSncNmxdUKBNJkZkx-g,施設・内装はやや旧式感がありますが部屋は広く衛生的でした。
em_rH8AELr83-DZqx3lAhA,スタッフの方々が親切で丁寧な接客なのが良かったです。
eVb-nMXKzbAGUoXzkbGRKw,館内は客室も含め清掃が行き届いており清潔感バッチリでした。
fcN1ZXWaXkhQStsNRUtRsg,川を見ながら入る温泉は極楽気分でした。
FEu_QdCoVVzbmpGbKa968w,スタッフの方の対応もよくて本当にゆっくりできる温かい宿です。
qivc2Jxydzqx4ZblCHOaoQ,何といっても露天風呂がすごかった！
ocq1EPqf0y0g9C31--r12w,特にお風呂は脱衣所もお風呂場も寒く、体や髪も洗う事ができませんでした。
5JdtKxArzskRlqm1NB-Zrg,朝食は多種多様なメニューで、連泊でも飽きない食事になっています。
c0sELcAXhOkQCEF4c0yqhg,最上階のサウナと露天風呂がさいこー。
KUIGKvkxe19i0oRJsbSW1w,10階のエアコンは暖房にしても外の外圧が吹き込み寒くて寝れませんでした。
QyEzUOsCf1yYIYDedM1Pdw,もう少し、風呂が広いと窮屈感がないあと
_QZuH9ogruBMETMPc6uYJg,清潔感もあり、部屋も綺麗でいいです。
OJhQTQ0yErcL27M1FyYvDg,狭いツインルームとありますがベッドは十分広く、部屋も十分でした！
vaoMbdpaWn-fVkGgTpPODA,惜しむらくはへらの換気口にカビが生えていたところ。
p9OG55yDqm0eXswpNk1vQw,接客はとても良かった。
XtXAjMlJ6lKSFS4CTlkRkg,駅から近くコンビニも近いため便利です。
Ls3c0AIbJP-muMvmdpZNGg,部屋はリニューアルされており奇麗です。
roNMrASfFGH504AFxAhGJA,スタッフさんがよかった、
25iyZo34-L90d-ylLSG8HA,連泊利用させて頂きましたが、歯ブラシも換えが無いのは勘弁して欲しい。
gOZ0Ru9fOIc8BH3vBRXGJQ,大浴場の湯気がすごくて何も見えませんでしたが、快適に過ごす事が出来ました。
cIjHsN3FDslWqWH2gXnmqw,露天風呂がとても気持ち良かったです。静かな雰囲気がとても好きです。
mREvTyR10jjjol8aAYULew,どちらのホテルもおもてなしの心がこもった対応が素晴らしく、今回も気持ちの良い滞在になりました。
c2G-FDaURqP5qwsPgWOYGQ,朝食のオムレツはふわふわで大変美味しかったです。
n86csGI5TvolN0sd2vuU3w,朝のメニューはいつも同じなので、工夫した方がいいのではないでしょうか。
CtkQ9Dvs6zdqlDlNbrZMBg,雰囲気抜群でした！
MONkAslf34PuYYLGQv8NIg,湯加減も丁度良くゆっくりと入れました。
r4zlHcV-eWHcvUH3MgXHQg,価格設定がかなり安かった中、満足に過ごす事が出来ました。
54zll0N8ia_spwDzVihGFg,エアコンでお部屋は暖かかったです。
z0V02XBBWkwcbPe2aqgc7w,お部屋がとっても広い！とにかく清潔！きれい！
sgqk946zyT0qFTO1Lt9IBQ,こじんまりとしていてワンちゃん連れに丁度良かったです。
SrGxVrEg6vgiBpRzt5TgMQ,お風呂場がとても広く、サウナも木の香りがして気持ち良かったです。
JKpBWGyFiOXeBnTnuzxNBA,快適な環境、質の高いインテリア、普通の鍋、電子鍋、ボウル、ナイフ、コップなど、たくさんの備品が揃っていた。
djkn2dpcI1lIw4t3yDXMWQ,部屋が非常に広く綺麗でとても使いやすかったです。
