review_id,review_text
fsm2MeXiGbB-61qDkc--IA,きれいな部屋でとても良かったです。
SBvJSSWj4yJNp8ho7hktIg,なんといってもお風呂が大きくてびっくりしました。今までも全国津々浦々のお宿に伺いましたが、この露天風呂の大きさはなかなかありません。お食事もお酒も美味しかったです。
Psd80UHAu7XUJhzT3iKiPA,丁度入浴中に地震に遭遇し係の方が避難するようにと知らせてくださりありがたかったです。その後津波もなく安心して夕食を頂くことができました。毎年利用していますが、新潟から近くお料理も美味しく温泉も最高です。
0gEPhe_2OZETlLFGyISZag,1月４日に家族５人で宿泊しました。過度な接客もなく、でもみなさん優しく、とてもいい時間を過ごせました。当日は天気もよく部屋からの夕日が綺麗で、子どもたちも喜んでいました。部屋から食事会場も温泉も近くで便利でした！ありがとうございました。
5ETCalFI1Cc60ULOPyxahA,部屋を出た廊下の暖房がとても暑く、モヤっとするほどでした。あそこまで、厚くすることはないのではないでしょうか。部屋のコンセントが少なすぎた。モバイルを利用することが多いため、電源をとる機会は多いと思います。空気清浄機や、マッサージ椅子など常設されていて、空いているコンセントが少なく、部屋の隅のため不便を感じた。構造上、増設が難しいと思いますので、延長コードやテーブルタックのサービスの用意があれば助かります。お風呂のお湯は非常に良かった。
nAKYVRd6OaRjAeRehoudGg,2月に利用しました。何度か利用させていただいています。今回は、はじめてのプランでした。お部屋にウェルカムスイーツとウェルカムフラワーがありました。お部屋で夕食をいただきました。ボリュームもちょうどよく、美味しくいただきました。グラスワインも付いていました。お部屋に露天風呂がついていて、満足だったのですが、途中から温度調節のための水が止まらず、翌朝に入浴できない状態になってしまいました。しかし、スタッフさんがすぐに対応してくださり、他の部屋の露天風呂を使わせていただけました。ありがとうございます。また機会がありましたら利用したいと思います。
UKRnNLzUVIO2Vp3tEAKHnQ,素泊まりで安かったですが、外での食事代が高く付きました。
A82dzJWbovvPGKN8FOcHqw,妻、娘と3人で、急遽リフレッシュに利用。併殺の岩盤浴？も安く利用でき、ロビーのピアノ演奏にも癒されました。大浴場近くの廊下が寒い日のため、気をつけないと湯冷めしそうだったのは、季節のせいなので仕方ない感じはしました。お風呂は、硫黄臭のする露天がおすすめです。また、行きたくなるお宿でした。
CAq9M0d0uv7rnThznkW0nQ,家族3人で泊まりましたが、とても良かったです。今度は夕食付きプランにしたいなと思いました。とてもリラックスできて良かったです。温泉、スタッフの皆さん、景色、内装、サービスどれをとってもオススメです！アイスもおすすめ出来ます！おみやげには温泉まんじゅうを！美味しかったのでもう1パック買えばと後悔しました笑
twZVoYrhq94MU4Gk5Dbjjw,何度も利用していますが、今回は素泊まりでした。部屋は綺麗で眺望はバッチリ、何より料金がリーズナブル。食事の量が調整できて、たまには素泊まりもいいなと思いました。フロントに、とても感じの良い男性スタッフが入りました。フロントの接客は大事ですね。続けてほしいと思いました。
duBsYSCJ2Ldw5nPC_9kj3A,【絵画特別ルーム】を泊まりたいので、選んでいた、広々の部屋に満足でした。岩盤浴と温泉は疲れを癒してくれました。また泊まりたいと思っています。
yQdIrTu4r8PYGIbkmcENkQ,とても良かったです。以前に両親が露天風呂付き客室「梅香」に泊まって、とても良かったと言っていたので、いつか私も泊まってみたいと思っていました。月岡温泉では唯一の客室に源泉露天風呂がある旅館で最高でした。梅香の露天風呂は岩風呂で、二人が余裕で入られる大きさ、岩風呂内に腰かけられる岩があり半身浴ができて良かったです。また、今までに宿泊した温泉付き客室の旅館の中で、一番バスタオルが多かったです。ありがたい。部屋には掘りごたつがあり、100周年記念企画でいただいた地ビールを飲みながら、ほっこりと温まりました。この地ビールが美味しくて感動しました。夕ご飯もとても美味しかったです。柚子に入った茶碗蒸しが気に入りました。ズワイガニのしゃぶしゃぶも初めて食べましたが、今までに食べたカニのなかで一番美味しかったです。のどぐろの塩焼きも脂がのっていて熱々で最高でした。新発田牛も美味でした。大浴場にあった、うっすらと梅味のするお茶も美味しかったです。宿の方も、みな親切で優しく、気持ちよく滞在することができました。どうもありがとうございました。
zCJkuzy0z6_RA-_66krylw,綺麗に清掃された旅館でした。硫黄の匂いの効いたお風呂は，さすが月岡温泉と言ったところです。露天風呂には寝転べるスペースがあり，温泉と交互に繰り返すことで，とても寛ぐことができました。ただ，翌日の１０時のチェックアウトまでのんびりしていたかったのですが，チャックアウト前に廊下をアイリスオーヤマ自動掃除機がウイーンと音を立てて掃除をしていました。せめて１０時以降に動かして欲しいと思いましたが，人手不足なのかなと思いながらチェックアウトをしました。
mPUBOCI3PyqgrFhrbDHk5A,40年ぶりに、新潟に戻ってきて休みが取れたので、新潟を代表する温泉地の月岡温泉に宿泊しました。ほとんどすべて満足したのですが、朝食の白米が大変まずくがっかりしました。米どころ「新潟」なのでお米だけは十分注意してほしいと感じました。
SPU8niYc9tVvTf4aRJeV8w,久々の帰省を兼ね、家族と一泊しました。当日に出た要望にも丁寧にお応え頂き、非常に満足できる家族旅行となりました。宿泊者は多かったように思いますが、非常に静かで心身ともにリフレッシュできました。本当にありがとうございました。
qiHG8TT6N-vUQLW-7AVrJg,温泉の泉質は最高です。多分満室に近かったのではと思いますが、大浴場は空いていてゆっくり温泉を堪能できました。サウナも目的でしたが狭く2人までしか入れないことと20分を目安にとあり、サウナはもうすこし広いとゆっくりできたなとちょっと残念です。お料理は品数も多くおいしかったです。受付の方の対応は親切で、飾ってある調度品は立派で庭も小さいですがとてもrichな気分を味わえました
6l2GxKBlNZmEwPrNVNLyJg,高層階眺め最高でした。清掃も行き届いており、流石日航と思いました。また宿泊したいです。
cQSaV_EhhGLstkLmFkwi5A,1/27(土)この度は資格取得の為、前乗りで宿泊させていただきました。まず、フロントの方々の対応がさすがでした。スタッフ皆様の、気持ちの良い挨拶から始まり、翌日の試験の為にスムーズにチェックアウトが出来る様にと、前もって案内をしていただきまして、大変助かりました。又、お部屋が空いているから…と、最上階のお部屋にグレードアップまでして頂き(感動です)お気遣い頂き大変有り難かったです。お陰様で勉強にも集中出来、時折休憩するたびに見える夜景の綺麗さに、とてもリフレッシュ出来て快適に過ごせました。ベッドも高めで、私には丁度良い高さでしたし、マットレスのエアウィーヴも程よい硬さで快適に眠れました。(１つだけ、コンセントが枕元に有れば最高でした。)次回は是非、レジャーとして使用させて頂きたいです。
X_qUaJfNsjeNNH85pk-45w,1月に宿泊しました。繁華街から離れているのが難点ですが、食事もおいしく、部屋、サービスは満点でした。
Uuy6Y4VE5SMo6Vkf-UAIgg,朝食は新潟の食も楽しめてとても美味しいです。少し新潟駅からは離れていますが景色は最高です。
wvlTf_9_KoKWODclI0F6MA,2月19日に宿泊しました。景色が最高でした。
hj8BC0gfntDoJ9rmlQvl0w,エレベーターの仕様説明を伺っていなかったので手間取り、少し恥ずかしくて娘と笑い合ってました。富山県美術館に行くために宿泊したので、立地は申し分なかったです。親族の能登地震災害支援後に宿泊したので、チェックインも遅くゆっくり出来なかったのが残念。またゆっくり宿泊したいと思います。
p0Byf5bX-9v1FoUudUgWEw,２度目の利用です。綺麗だし、駅近だし、設備も整っていてコスパもとても良いです。
YfSzyVeVrY01yxZXWbNifQ,いつも安心して泊まれるホテルです！朝食も美味しく、フロントの方の対応も素晴らしいです！
2dUubeEXd7G3PnxPXLA1Fg,良いホテルです。フロントの男性の対応も素晴らしいです。また泊まるホテル候補No.1ですね！
VrFADrq8J3_7dsmpHbFKbA,駅に近いが、飲食店が多い地区の反対口の立地のため静かです。タバコは吸いませんが、喫煙プランしかお安くなかったので喫煙フロアを予約しました。そのため、タバコ臭はあり。消臭スプレーが部屋にないので、もし同様の理由で泊まる方がいたらご用意ください。朝食はビュッフェではないですが、和食洋食ともに美味しかったです。富山らしさを求めるなら和食をオススメします。ご飯が美味しかったです。
wfXJ1r6ckXIYFsESwwpqsA,リピート利用、駅からのアクセスが良くセパレートバストイレでも満足。
mB0xXwEnUAnIoPvl-H2vSg,1月26日に宿泊し、翌日の朝もゆっくり過ごすことができました。また、コンビニも入口にありとっても便利でした。
UdyGjYuci27N8QtXjta3bg,富山に旅行の際はいつも利用させて頂いております。駅からも近くお部屋もいつも清潔感溢れてます。トイレとお風呂が分かれているのもポイント高いです！また、富山に旅行来る際は利用します！
RgeyYEVXKp0DIw-ot_TtWQ,髭剃り後のローションが欲しい
7LQYb8GIF7Gx9DXvURZ8gw,先月初めて利用させていただき、その時の快適さが忘れられず今回リピーターとして再利用！　全く期待を裏切らない対応で感謝　この設備含めこの価格　コスパ最高と判断！　富山帰省時はここを定宿に決定！
oUBouOeAWo77s682PaFPsw,1月の土曜日に宿泊しましたが、比較的空いていて、室内プールも家族で貸し切り状態でした。バイキングの種類は少なめでしたが、ブリしゃぶはおいしかったです。フライドポテトが見当たらなかったのでスタッフに聞いたらわざわざ作ってもらえました。コスパを考えると最高クラスのホテルだと思います。
tF_GinMcBsg5bAQ496mpqg,初めて利用させて頂きました、例年この時期に宇奈月温泉を利用しています、いつもは別の旅館を利用しているんですが、今回値段も安く、口コミ投稿も良かった当館を利用させて頂きました、場所は足湯の近くですぐわかりました、玄関で担当の方がすぐ対応してくれて駐車場にもスムーズでした、フロントの女性の方も分かりやすい説明でよかったです、部屋、お風呂とも綺麗でした、特に湯上りの生ビールサービスは非常に良かったです、そこにもひかれたんですが！食事はバイキングで品数も多く、すべて美味しく頂きました、プールもあるので孫夫婦と又来たいと思います、全体的にコスパの良いリピート確定のお宿でした。
e8OcaNtjHq0IEgKOLPJEcA,マタニティ旅行として夫婦で量させていただきました。チェックイン時のフロントスタッフの対応が、作業や業務としてではなく、相手を思いやる接客でとても好印象でした。料理もバイキングだったのですが、種類も豊富でどれもとても美味しかったです。部屋もとても綺麗で良かったのですが、エアコンが壊れていて使えず、大雪警報が出ている中でのエアコンなしはかなり寒かったです。チェックアウトの際に謝罪や体調の心配等の声かけが出来るよう他のスタッフにも情報共有、周知出来ていればより良かったなと思いました。
rtwV8FNTpjv_cxpOUy0WKg,食事がおいしい。
0KpHDm6fpnMOW8KjksTCCg,１月10日に宿泊しました。和室にベッドがあり、お部屋も暖かく快適に過ごせました。お風呂は少しぬるめですが、ゆったり温まることができました。また、湯上がりコーナーには生ビールやソフトドリンク、アイスクリームもあり、嬉しかったです。食事もバイキングでしたが、ぶりしゃぶもありとても美味しかったです。ゆっくり休めました。また、行きたいと思います。
YZBdgmSerIicLX4jz45Dfg,急に宿泊する事となり、ここを予約して宿泊しました。ウェルカムドリンクも美味しく頂きましたし、朝食もまあまあと感じました。それでもコスパ的には、満足できるホテルでした。冬の時期は、乾燥するので、加湿器付きは有りがたかったです。
cZ7Bk-gWcZyt6nezXgpWUw,朝食も美味しく、満足できるホテルでした。
8Hr4Pgvc8OdtZbNHZ_R3MQ,ホテル周辺には居酒屋さんからコンビニ、カラオケ駅からも近く非常に便利です。
