review_id,review_text
XHokgVtEyrw_7Fjm8vTMGQ,お風呂、サウナ、朝食、価格以上の満足をいただけます。
UnBz-5BFM7wv8O8cI4FQ9A,ホテルの立地は路面電車の駅やデパートのすぐ近く、とても便利でした。
WQH-68lA7aa18pAOCvXPvA,いくらやかに乗せ放題の海鮮丼以外にも、白えびの炊き込みご飯があったりで楽しめました。
rrwLJ-XnOJ-lwpXVrNQ-oA,5点内湯、露天、檜風呂にサウナまで色々なお風呂を楽しむことができます。
f_-U2ZzZQxHKL-zONTnDfQ,予約した夕食も美味しく大満足！！
MVKqungOiPuQw9Wxunv1eA,定期的に利用させて貰ってますが、いつも快適で、朝食も満足しています。
9kjRtyQcQfGsJnQpHq5blQ,初めての富山旅行、駅前で最高の立地でした。
5Ul4PIFG2CkXTDcIoQ9InQ,フロントの方の対応が良かったです。
opBA4VuOEuMDrzWVriFvaw,何も不満もなく、本当に満足できた宿でした。
FaE-v6tD3mGGLMjBFeOe5Q,温泉も３カ所あり、源泉１００％を満喫させていただきました。
LGe6ZU750wV8wPyLCCNTTw,立地は宇奈月温泉駅からすぐで、車でも走りやすい道なため行きやすいと思います。
UyP4PcNgdEQPL_z6g2LVag,料理の種類が少なく感じたけど、かに1杯でボリュームがあったので、結果、満足。
ByAlpTWt3lbSiiQtNXseUg,３箇所の大浴場もとても気持ちよかったです。
U3x9D3azlXprHQJCpoE23g,立地が不便で、駅まで行くのが困る。朝駅に向かいたいのに、朝はタクシーが捕まりづらいあと部屋がちょっと変笑デスクの横に長さがある他のドーミーは独立洗面台が多いのに、、
rpKMaBbgyEA7i5ejB406jg,10時半過ぎチェックイン後部屋でうがいしたのち、気付くと歯ブラシが置いてあり、周りよく見るとゴミもあった。
LiJH8FYO-gdiJAHD-c2b5w,朝食が富山名物を色々と提供されていて満足した。
Gt9q45meWZk6-1EsZKbMZA,駅まで遠いため、電車利用で拠点とするには、ちょっと厳しい気がします。
Ak1d5Wv8FNBQ1W0jBVOxvA,朝食もご当地の白エビご飯やホタルイカ沖漬けなど種類が豊富でした。
