review_id,review_text
pni-9U869xmnSv_8UUYaLw,食事が別館でそこまで歩きでした。歩いてきたのにふつう案内された。会話がなく残念でした。
5kr3OBTfstlr39hHzkRCQQ,高崎の駅ビルはちょっとややこしいので、アクセスには戸惑いました。
6Olckx_g3ZtyFRhvoIIdeg,駅に直結なので、便利です。
KRCMGI1BcCGhj8I-H39x2A,とても綺麗でした
xsjVO_HoX848p9eZDPur_A,お部屋の清掃がいまいちでした。
XQst0bBs8cHWQFBYJFc6jA,せっかく駅ビルにあるのに、駅からの経路がわかりにくい。
5jL7wcimbLhpXINQa32yeA,お部屋もコンパクトながら広く落ち着きのあるお部屋でした。
_vYefJndPIjobJjCAIFdiQ,綺麗だし、広かったです。
k08_h3qmEdMmDQyNhxKLUA,草津の源泉に24時間浸かれるお部屋は格別です。
m-sr7vHV3agd3ECLGmaVfQ,お風呂入ったら、お肌スベスベになりました!
-iJhHK7dSgLcaFkQPpcM8g,写真よりとても広い部屋でとても良かったです！
bTWaGTyMJa0zu38lcrnGhg,朝食バイキングも美味しく、特に焼き魚（鯖や鮭）が美味しい。
oVaqHp9Ji4v7qdcgzEn0LA,部屋が大きくて、日当たりも良く子供連れでも安心のプラン
ShWxnEKAqOv-98SD3xnizQ,5~6人は入れる女性専用風呂は清潔だし、朝食も無料で美味しい。
gNiOcuJ2gDP_zHSwzgWzwg,シャワーヘッドが穴が詰まっていて、かなりの勢いでシャワー出て痛かった。
sPJ0VJw6SCE_3goQOQGPSg,静かに過ごせるポイントと食事の内容や金額などバランスが良かった。
v4IwYckDf9YhfygTN4rO5A,フロントは無愛想でした
wIOwunYctj2rMk3exrpReQ,お茶が無い事に気ずきフロントに電話しました、男の方が出て無愛想な返事でした、残念。
FwLtQcGsuokda7OqXrV9cg,以前と変わらず和室の広いお部屋で、成人した子供たちと昔話をしながら楽しめました。
qBGjERf8zsRIPYwZfQrzQw,夕食の会場が聞いてた場所と違ったり飲み物のオーダーはチェックインの時にしたのに配膳の人に伝わってなくて頼み直したりとドタバタでした。
qQv88tXyOPpeCkUYT2IGiA,お手頃な価格で食事と温泉がついていて大満足です！
OqA2BwjXZfx1O6pd35GYRg,温泉も快適、湯畑へつづく西の河原通りも近く立地も最高でした。
Aca6OeKdcr1oj26AWbQoug,全体的に満足しています。
F0zz_aM8oQIMKbVmiKq1jw,このお値段でいいんですか？と聞きたくなるほど良いサービス、食事でした。
